,period,stateid,sectorid,price,revenue,sales,GDP
4561,2010,CT,TRA,11.53,21.42272,185.841,15048.964444
4562,2010,DE,ALL,11.97,1389.5485,11605.932,15048.964444
4563,2010,DE,COM,11.36,490.77258,4320.02,15048.964444
4564,2010,DE,IND,9.57,241.67315,2525.939,15048.964444
4566,2010,DE,RES,13.8,657.10277,4759.973,15048.964444
4568,2010,DC,ALL,13.35,1585.99208,11876.995,15048.964444
4569,2010,DC,COM,13.42,1236.30397,9209.486,15048.964444
4570,2010,KY,RES,8.57,2496.77,29136.51799,15048.964444
4572,2010,LA,ALL,7.8,6640.3005,85079.69198,15048.964444
4573,2010,LA,COM,8.5,2057.6156,24203.16099,15048.964444
4574,2010,LA,IND,5.84,1646.4956,28186.816,15048.964444
4576,2010,LA,RES,8.98,2935.169,32678.931,15048.964444
4577,2010,LA,TRA,9.46,1.0203,10.784,15048.964444
4578,2010,ME,ALL,12.84,1480.80784,11531.568,15048.964444
4579,2010,ME,COM,12.51,513.22716,4100.906,15048.964444
4580,2010,ME,IND,9.17,280.54365,3058.827,15048.964444
4582,2010,ME,RES,15.72,687.03704,4371.835,15048.964444
4584,2010,MD,ALL,12.71,8300.98425,65335.498,15048.964444
4585,2010,MD,COM,11.75,3617.03332,30771.317,15048.964444
4586,2010,MD,IND,9.58,486.91735,5083.115,15048.964444
4588,2010,MD,RES,14.32,4142.93467,28934.074,15048.964444
4589,2010,MD,TRA,9.89,54.09891,546.992,15048.964444
4590,2010,MA,ALL,14.26,8144.89507,57123.422,15048.964444
4591,2010,MA,COM,14.53,2651.04741,18243.198,15048.964444
4592,2010,MA,IND,13.71,2346.59994,17116.157,15048.964444
4594,2010,MA,RES,14.59,3124.5283,21409.00499,15048.964444
4595,2010,MA,TRA,6.4,22.71941,355.062,15048.964444
4596,2010,MI,ALL,9.88,10245.3229,103649.21904,15048.964444
4597,2010,MI,COM,9.81,3740.71792,38123.171,15048.964444
4598,2010,MI,IND,7.08,2183.3169,30840.51303,15048.964444
4600,2010,MI,RES,12.46,4320.77499,34680.715,15048.964444
4601,2010,MI,TRA,10.65,0.5131,4.82,15048.964444
4602,2010,MN,ALL,8.41,5701.19355,67799.70606,15048.964444
4603,2010,MN,COM,8.38,1887.1096,22515.35099,15048.964444
4604,2010,MN,IND,6.29,1433.27817,22797.76306,15048.964444
4606,2010,MN,RES,10.59,2379.11279,22464.79701,15048.964444
4607,2010,MN,TRA,7.77,1.693,21.795,15048.964444
4608,2010,MS,ALL,8.59,4270.5321,49687.166,15048.964444
4609,2010,MS,COM,9.32,1285.951,13804.962,15048.964444
4610,2010,MS,IND,6.32,992.9692,15707.378,15048.964444
4612,2010,MS,RES,9.87,1991.6119,20174.826,15048.964444
4614,2010,MO,ALL,7.78,6698.60835,86085.11697,15048.964444
4615,2010,MO,COM,7.5,2358.01877,31430.65301,15048.964444
4616,2010,MO,IND,5.5,953.6562,17330.16897,15048.964444
4618,2010,MO,RES,9.08,3385.58239,37302.27899,15048.964444
4619,2010,MO,TRA,6.14,1.351,22.016,15048.964444
4620,2010,MT,ALL,7.84,1079.25162,13771.45301,15048.964444
4621,2010,MT,COM,8.55,409.36304,4789.182,15048.964444
4622,2010,MT,IND,5.55,235.46901,4239.47701,15048.964444
4624,2010,MT,RES,9.16,434.41958,4742.794,15048.964444
4626,2010,NE,ALL,7.52,2244.18206,29849.46004,15048.964444
4627,2010,NE,COM,7.63,727.80119,9532.43798,15048.964444
4628,2010,NE,IND,6.0,612.98819,10210.34905,15048.964444
4630,2010,NE,RES,8.94,903.39269,10106.673,15048.964444
4632,2010,NV,ALL,9.73,3285.77922,33772.595,15048.964444
4633,2010,WNC,RES,9.64,10394.4417,107783.44197,15048.964444
4634,2010,NV,COM,9.79,877.69073,8969.727,15048.964444
4635,2010,NV,IND,7.37,971.59159,13179.708,15048.964444
4637,2010,NV,RES,12.36,1435.6989,11614.669,15048.964444
4638,2010,NV,TRA,9.4,0.798,8.491,15048.964444
4639,2010,NH,ALL,14.84,1615.76376,10890.074,15048.964444
4640,2010,NH,COM,14.25,635.97906,4462.438,15048.964444
4641,2010,NH,IND,12.76,247.74653,1942.167,15048.964444
4643,2010,NH,RES,16.32,732.03817,4485.469,15048.964444
4645,2010,NJ,ALL,14.68,11626.07912,79179.42701,15048.964444
4646,2010,NJ,COM,13.89,5571.15366,40122.547,15048.964444
4647,2010,NJ,IND,11.81,995.27797,8428.639,15048.964444
4649,2010,NJ,RES,16.57,5021.99652,30307.268,15048.964444
4650,2010,NJ,TRA,11.73,37.65097,320.973,15048.964444
4651,2010,NM,ALL,8.4,1883.2591,22428.34401,15048.964444
4652,2010,NM,COM,8.57,772.58931,9015.729,15048.964444
4653,2010,NM,IND,6.01,400.1217,6660.142,15048.964444
4655,2010,WNC,TRA,6.95,3.044,43.811,15048.964444
4656,2010,SAT,ALL,9.61,79323.80714,825431.79698,15048.964444
4657,2010,SAT,COM,9.29,28807.1437,310063.35599,15048.964444
4658,2010,SAT,IND,6.66,9220.50866,138537.91001,15048.964444
4660,2010,SAT,RES,10.96,41171.94248,375510.24098,15048.964444
4661,2010,SAT,TRA,9.41,124.2123,1320.29,15048.964444
4662,2010,ESC,ALL,8.16,27560.76553,337640.774,15048.964444
4663,2010,NM,RES,10.52,710.5481,6752.473,15048.964444
4665,2010,NY,ALL,16.41,23735.18001,144623.57302,15048.964444
4666,2010,NY,COM,16.31,12601.10662,77275.676,15048.964444
4667,2010,NY,IND,8.79,1184.68278,13480.46202,15048.964444
4669,2010,NY,RES,18.74,9547.88354,50945.648,15048.964444
4670,2010,NY,TRA,13.74,401.50708,2921.787,15048.964444
4671,2010,NC,ALL,8.67,11822.79842,136414.94702,15048.964444
4672,2010,NC,COM,8.16,3910.57773,47931.93999,15048.964444
4673,2010,NC,IND,6.17,1623.22809,26315.85001,15048.964444
4675,2010,NC,RES,10.12,6288.4926,62160.10701,15048.964444
4676,2010,NC,TRA,7.09,0.5,7.05,15048.964444
4677,2010,ND,ALL,7.11,920.82021,12956.26301,15048.964444
4678,2010,ND,COM,7.21,340.00771,4714.115,15048.964444
4679,2010,ND,IND,5.81,223.7602,3849.55201,15048.964444
4681,2010,ND,RES,8.13,357.05231,4392.596,15048.964444
4683,2010,OH,ALL,9.14,14091.11341,154145.41794,15048.964444
4685,2010,VA,ALL,8.69,9893.71229,113806.135,15048.964444
4686,2010,VA,COM,7.65,3676.2359,48036.98399,15048.964444
4687,2010,VA,IND,6.66,1141.3207,17141.224,15048.964444
4689,2010,VA,RES,10.45,5061.6034,48438.958,15048.964444
4690,2010,VA,TRA,7.7,14.5523,188.969,15048.964444
4691,2010,WA,ALL,6.66,6016.57772,90379.97002,15048.964444
4692,2010,WA,COM,7.37,2125.16001,28833.28101,15048.964444
4693,2010,WA,IND,4.08,1085.3105,26632.81401,15048.964444
4695,2010,WA,RES,8.04,2805.59131,34906.92601,15048.964444
4696,2010,WA,TRA,7.42,0.5159,6.949,15048.964444
4697,2010,WV,ALL,7.45,2385.5803,32031.803,15048.964444
4698,2010,WV,COM,7.66,610.0274,7961.906,15048.964444
4700,2010,WV,RES,8.79,1094.1744,12442.583,15048.964444
4701,2010,WV,TRA,8.33,0.365,4.38,15048.964444
4702,2010,WI,ALL,9.78,6723.23445,68752.41704,15048.964444
4703,2010,WI,COM,9.98,2296.38102,23001.11699,15048.964444
4704,2010,WI,IND,6.85,1606.23234,23451.80705,15048.964444
4706,2010,WI,RES,12.65,2820.62109,22299.49299,15048.964444
4708,2010,WY,ALL,6.2,1060.6178,17113.45801,15048.964444
4709,2010,WY,COM,7.42,320.135,4317.14001,15048.964444
4710,2010,WY,IND,4.98,501.2847,10069.11701,15048.964444
4712,2010,WY,RES,8.77,239.1981,2727.20099,15048.964444
4714,2010,NEW,ALL,14.89,18363.05482,123330.89001,15048.964444
4715,2010,NEW,COM,14.72,6764.17114,45948.46602,15048.964444
4716,2010,NEW,IND,12.98,3665.0525,28236.897,15048.964444
4718,2010,NEW,RES,16.23,7885.94082,48577.32699,15048.964444
4719,2010,NEW,TRA,8.43,47.89036,568.2,15048.964444
4720,2010,MAT,ALL,13.6,50713.34072,372766.96803,15048.964444
4721,2010,MAT,COM,13.93,22956.06818,164764.589,15048.964444
4722,2010,MAT,IND,8.4,5660.88199,67366.72804,15048.964444
4724,2010,MAT,RES,15.81,21587.10329,136505.753,15048.964444
4725,2010,MAT,TRA,12.33,509.28727,4129.898,15048.964444
4726,2010,ENC,ALL,9.08,52400.04183,577302.10399,15048.964444
4727,2010,ENC,COM,9.36,17171.24297,183451.94498,15048.964444
4728,2010,ENC,IND,6.53,12932.99198,198133.48402,15048.964444
4730,2010,ENC,RES,11.41,22252.74024,195095.94099,15048.964444
4731,2010,ENC,TRA,6.94,43.06664,620.734,15048.964444
4732,2010,WNC,ALL,7.93,23306.76442,293912.6391,15048.964444
4733,2010,WNC,COM,7.87,7867.03439,100021.43897,15048.964444
4734,2010,WNC,IND,5.86,5042.24433,86063.94717,15048.964444
4736,2010,WV,IND,5.86,681.0135,11622.934,15048.964444
4737,2010,OH,COM,9.73,4528.12271,46525.62699,15048.964444
4738,2010,OH,IND,6.4,3397.91241,53109.36796,15048.964444
4740,2010,OH,RES,11.31,6161.97038,54474.37699,15048.964444
4741,2010,OH,TRA,8.62,3.1079,36.046,15048.964444
4742,2010,OK,ALL,7.59,4390.15539,57845.98002,15048.964444
4743,2010,OK,COM,7.45,1415.03801,19005.13201,15048.964444
4744,2010,OK,IND,5.35,810.7892,15151.987,15048.964444
4746,2010,OK,RES,9.14,2164.32818,23688.86101,15048.964444
4748,2010,OR,ALL,7.56,3478.41118,46025.94503,15048.964444
4749,2010,OR,COM,7.59,1173.04109,15453.58801,15048.964444
4750,2010,OR,IND,5.4,631.87809,11708.42003,15048.964444
4752,2010,OR,RES,8.87,1671.7266,18838.666,15048.964444
4753,2010,OR,TRA,6.99,1.7654,25.271,15048.964444
4754,2010,PA,ALL,10.31,15352.08159,148963.968,15048.964444
4755,2010,PA,COM,10.1,4783.80791,47366.36599,15048.964444
4756,2010,PA,IND,7.66,3480.92124,45457.62701,15048.964444
4758,2010,PA,RES,12.7,7017.22323,55252.837,15048.964444
4759,2010,PA,TRA,7.91,70.12922,887.138,15048.964444
4760,2010,RI,ALL,14.07,1097.67566,7799.227,15048.964444
4761,2010,RI,COM,13.1,483.82518,3693.289,15048.964444
4762,2010,RI,IND,11.83,113.62102,960.833,15048.964444
4764,2010,RI,RES,15.92,496.48124,3117.808,15048.964444
4765,2010,RI,TRA,13.73,3.74823,27.297,15048.964444
4766,2010,SC,ALL,8.49,7003.90192,82479.29299,15048.964444
4767,2010,SC,COM,8.9,1986.44161,22320.133,15048.964444
4768,2010,SC,IND,5.74,1567.88631,27307.074,15048.964444
4770,2010,SC,RES,10.5,3449.574,32852.08599,15048.964444
4772,2010,SD,ALL,7.82,888.32532,11356.14901,15048.964444
4773,2010,SD,COM,7.55,329.83181,4367.78099,15048.964444
4774,2010,SD,IND,6.07,143.1557,2360.24502,15048.964444
4776,2010,SD,RES,8.97,415.3378,4628.123,15048.964444
4778,2010,TN,ALL,8.61,8915.13892,103521.53701,15048.964444
4779,2010,TN,COM,9.66,2838.71481,29399.025,15048.964444
4780,2010,TN,IND,6.58,1903.85682,28929.63701,15048.964444
4782,2010,TN,RES,9.23,4172.3623,45191.027,15048.964444
4783,2010,TN,TRA,11.09,0.205,1.848,15048.964444
4784,2010,TX,ALL,9.34,33496.58301,358457.54999,15048.964444
4785,2010,TX,COM,9.19,11163.35631,121467.29199,15048.964444
4786,2010,TX,IND,6.44,6420.0394,99754.412,15048.964444
4788,2010,TX,RES,11.6,15905.87681,137161.40201,15048.964444
4789,2010,TX,TRA,9.82,7.3105,74.444,15048.964444
4790,2010,UT,ALL,6.94,1947.58349,28044.00099,15048.964444
4791,2010,UT,COM,7.15,741.02258,10367.84698,15048.964444
4792,2010,UT,IND,4.93,434.48771,8808.21101,15048.964444
4794,2010,UT,RES,8.71,769.14521,8834.23,15048.964444
4795,2010,UT,TRA,8.69,2.928,33.713,15048.964444
4796,2010,VT,ALL,13.24,740.77362,5594.83302,15048.964444
4797,2010,VT,COM,13.44,271.53201,2020.93701,15048.964444
4798,2010,VT,IND,9.53,137.85131,1445.96101,15048.964444
4800,2010,VT,RES,15.57,331.39031,2127.93501,15048.964444
4802,2010,US,ALL,9.83,368918.14012,3754841.36823,15048.964444
4803,2010,US,COM,10.19,135553.74584,1330199.36394,15048.964444
4804,2010,US,IND,6.77,65772.00735,971221.18935,15048.964444
4806,2010,US,RES,11.54,166778.04083,1445708.40293,15048.964444
4807,2010,US,TRA,10.56,814.3461,7712.412,15048.964444
4808,2010,ESC,COM,9.34,7993.39631,85598.30199,15048.964444
4809,2010,ESC,IND,5.83,7115.68602,122008.96101,15048.964444
4811,2010,ESC,RES,9.58,12451.4782,130031.66299,15048.964444
4812,2010,ESC,TRA,11.09,0.205,1.848,15048.964444
4813,2010,WSC,ALL,8.74,48033.87209,549577.507,15048.964444
4814,2010,WSC,COM,8.78,15526.63762,176863.79,15048.964444
4815,2010,WSC,IND,6.12,9790.54379,159867.91399,15048.964444
4817,2010,WSC,RES,10.67,22708.31228,212760.15502,15048.964444
4818,2010,WSC,TRA,9.78,8.3784,85.648,15048.964444
4819,2010,MTN,ALL,8.59,22646.82424,263678.33504,15048.964444
4820,2010,MTN,COM,8.75,8041.91135,91864.64998,15048.964444
4821,2010,MTN,IND,6.13,4802.0708,78366.51907,15048.964444
4823,2010,MTN,RES,10.49,9794.78709,93358.627,15048.964444
4824,2010,MTN,TRA,9.1,8.055,88.539,15048.964444
4825,2010,PACC,ALL,10.92,43131.61814,394936.80705,15048.964444
4826,2010,PACC,COM,11.58,19161.71618,165438.56602,15048.964444
4827,2010,PACC,IND,7.47,6548.81188,87642.25903,15048.964444
4829,2010,PACC,RES,12.31,17350.88295,141002.538,15048.964444
4830,2010,PACC,TRA,8.23,70.20713,853.444,15048.964444
4831,2010,PACN,ALL,21.14,3438.0512,16263.54703,15048.964444
4832,2010,PACN,COM,20.45,1264.42401,6184.26101,15048.964444
4833,2010,PACN,IND,19.88,993.21539,4996.57001,15048.964444
4835,2010,PACN,RES,23.22,1180.4118,5082.71601,15048.964444
4838,2009,IN,TRA,9.65,1.924,19.933,14478.064934
4839,2009,IL,TRA,8.39,44.24279,527.381,14478.064934
4841,2009,GA,RES,10.13,5587.8914,55157.559,14478.064934
4842,2009,GA,IND,6.12,1795.6194,29348.14799,14478.064934
4843,2009,GA,ALL,8.81,11516.29491,130765.50499,14478.064934
4844,2009,FL,RES,12.39,14302.60549,115473.511,14478.064934
4845,2009,FL,IND,9.32,1576.6969,16917.94099,14478.064934
4847,2009,ID,ALL,6.51,1480.5388,22753.779,14478.064934
4848,2009,HI,RES,24.2,739.4183,3055.273,14478.064934
4849,2009,HI,COM,21.86,740.6138,3388.012,14478.064934
4850,2009,HI,ALL,21.21,2148.1694,10126.185,14478.064934
4851,2009,SAT,TRA,10.31,136.99553,1329.089,14478.064934
4852,2009,ENC,TRA,8.61,50.93879,591.755,14478.064934
4855,2009,LA,RES,8.1,2410.88049,29746.79799,14478.064934
4856,2009,LA,COM,7.69,1792.9268,23300.521,14478.064934
4857,2009,LA,ALL,7.06,5550.36529,78669.582,14478.064934
4858,2009,KY,RES,8.37,2223.38859,26560.66899,14478.064934
4859,2009,KY,IND,4.92,2143.25431,43602.168,14478.064934
4860,2009,KY,ALL,6.52,5796.1815,88896.75699,14478.064934
4861,2009,KS,RES,9.53,1253.57369,13149.1,14478.064934
4862,2009,KS,COM,7.87,1181.7361,15006.967,14478.064934
4863,2009,KS,ALL,7.98,3050.97768,38243.34399,14478.064934
4864,2009,IA,RES,9.99,1370.56958,13723.413,14478.064934
4865,2009,IA,IND,5.27,960.51349,18211.476,14478.064934
4866,2009,IA,ALL,7.37,3215.33078,43641.19499,14478.064934
4867,2009,IN,IND,5.81,2500.5691,43055.162,14478.064934
4868,2009,IN,COM,8.32,1970.8174,23688.605,14478.064934
4869,2009,IL,RES,11.27,4996.39153,44324.492,14478.064934
4870,2009,IL,COM,9.04,4552.2769,50329.27899,14478.064934
4871,2009,IL,ALL,9.15,12504.25597,136688.466,14478.064934
4872,2009,ID,IND,5.17,423.8818,8194.736,14478.064934
4873,2009,MT,RES,8.94,428.13981,4790.401,14478.064934
4874,2009,MT,COM,8.32,398.70737,4790.862,14478.064934
4875,2009,MT,ALL,7.58,1087.35136,14353.775,14478.064934
4876,2009,MO,RES,8.54,2924.0935,34220.69401,14478.064934
4877,2009,MO,IND,5.42,815.83931,15050.485,14478.064934
4878,2009,MO,ALL,7.35,5871.97339,79897.30002,14478.064934
4879,2009,ME,IND,10.03,286.11105,2851.924,14478.064934
4880,2009,ME,COM,12.6,513.00053,4071.041,14478.064934
4881,2009,LA,TRA,10.09,0.914,9.06,14478.064934
4882,2009,ESC,TRA,10.69,0.194,1.814,14478.064934
4884,2009,ESC,ALL,8.13,25433.56634,312700.35698,14478.064934
4886,2009,SAT,IND,6.69,8882.79785,132707.99799,14478.064934
4887,2009,WNC,TRA,6.79,2.93,43.131,14478.064934
4889,2009,WNC,ALL,7.57,21049.58526,277897.19399,14478.064934
4891,2009,SD,COM,7.14,302.6224,4238.34799,14478.064934
4892,2009,SD,ALL,7.39,813.18951,11010.118,14478.064934
4893,2009,SC,RES,10.44,3086.90071,29556.323,14478.064934
4894,2009,SC,IND,5.79,1471.88689,25421.385,14478.064934
4895,2009,SC,ALL,8.42,6431.8643,76417.47899,14478.064934
4897,2009,RI,RES,15.6,458.17752,2936.699,14478.064934
4898,2009,RI,COM,13.66,504.09594,3690.676,14478.064934
4899,2009,RI,ALL,14.22,1083.23406,7617.629,14478.064934
4900,2009,PA,RES,11.65,6162.22887,52905.995,14478.064934
4901,2009,PA,IND,7.21,3142.03561,43551.74499,14478.064934
4902,2009,PA,ALL,9.6,13803.37337,143747.43799,14478.064934
4903,2009,OR,TRA,6.83,1.6193,23.704,14478.064934
4904,2009,OR,RES,8.68,1718.69541,19804.31501,14478.064934
4905,2009,OR,COM,7.5,1198.37914,15977.59801,14478.064934
4906,2009,OR,ALL,7.47,3554.37982,47566.89702,14478.064934
4908,2009,ENC,IND,6.61,12158.42431,183829.0,14478.064934
4909,2009,MAT,TRA,11.97,505.4785,4223.159,14478.064934
4910,2009,TN,COM,9.61,2694.67061,28048.79901,14478.064934
4912,2009,SD,IND,5.65,127.7473,2260.462,14478.064934
4915,2009,SC,COM,8.74,1873.0767,21439.77099,14478.064934
4917,2009,RI,IND,12.22,120.9606,990.254,14478.064934
4918,2009,PA,TRA,7.77,68.27627,878.538,14478.064934
4920,2009,PA,COM,9.55,4430.83262,46411.16001,14478.064934
4922,2009,OR,IND,5.4,635.68598,11761.28,14478.064934
4923,2009,OK,RES,8.49,1836.8991,21640.95499,14478.064934
4925,2009,OK,ALL,6.94,3784.3524,54544.58,14478.064934
4927,2009,OH,IND,6.72,3325.88423,49485.875,14478.064934
4930,2009,ND,COM,6.81,310.3787,4558.194,14478.064934
4931,2009,TN,ALL,8.69,8248.6929,94909.84401,14478.064934
4932,2009,OK,IND,4.82,686.053,14233.45802,14478.064934
4933,2009,OK,COM,6.76,1261.4003,18670.16699,14478.064934
4934,2009,OH,TRA,10.73,4.1864,39.013,14478.064934
4935,2009,OH,RES,10.67,5484.44449,51405.16201,14478.064934
4936,2009,OH,COM,9.65,4380.2581,45369.743,14478.064934
4937,2009,OH,ALL,9.02,13194.77322,146299.79301,14478.064934
4938,2009,ND,RES,7.58,337.3056,4449.22,14478.064934
4939,2009,ND,IND,5.25,191.072,3641.166,14478.064934
4940,2009,ND,ALL,6.63,838.7563,12648.57999,14478.064934
4941,2009,NC,TRA,6.83,0.457,6.695,14478.064934
4942,2009,NC,RES,9.99,5627.1532,56311.126,14478.064934
4943,2009,NC,COM,7.98,3689.87869,46240.47602,14478.064934
4944,2009,NC,ALL,8.48,10820.99979,127657.97902,14478.064934
4945,2009,NY,RES,17.5,8442.90318,48245.841,14478.064934
4946,2009,NY,COM,15.48,11660.18288,75347.118,14478.064934
4947,2009,NY,ALL,15.44,21623.58075,140034.397,14478.064934
4949,2009,NM,IND,5.72,366.5044,6409.194,14478.064934
4950,2009,NM,COM,8.4,733.52511,8734.17,14478.064934
4951,2009,NM,ALL,8.09,1751.92002,21647.13601,14478.064934
4953,2009,NC,IND,5.99,1503.51089,25099.682,14478.064934
4954,2009,NY,TRA,13.13,397.22161,3024.857,14478.064934
4956,2009,NY,IND,8.37,1123.27308,13416.581,14478.064934
4957,2009,NM,RES,10.02,651.89051,6503.77201,14478.064934
4959,2009,NJ,TRA,12.5,39.98061,319.764,14478.064934
4960,2009,NJ,RES,16.31,4540.65474,27832.944,14478.064934
4962,2009,NJ,IND,11.89,981.06186,8250.104,14478.064934
4963,2009,NJ,COM,13.84,5450.13164,39377.041,14478.064934
4964,2009,NJ,ALL,14.53,11011.82886,75779.853,14478.064934
4966,2009,NH,RES,16.39,724.70299,4421.522,14478.064934
4968,2009,NH,IND,13.73,252.16211,1836.211,14478.064934
4969,2009,NH,COM,14.36,637.71081,4440.76,14478.064934
4970,2009,NH,ALL,15.09,1614.57591,10698.493,14478.064934
4971,2009,NV,TRA,9.95,0.8299,8.339,14478.064934
4972,2009,NV,RES,12.86,1527.4063,11880.15,14478.064934
4974,2009,NV,IND,7.97,1071.90591,13445.042,14478.064934
4975,2009,NV,COM,10.64,952.52044,8950.123,14478.064934
4976,2009,NV,ALL,10.36,3552.66255,34283.65399,14478.064934
4978,2009,NE,RES,8.52,820.29179,9626.93899,14478.064934
4980,2009,NE,IND,5.75,547.1189,9510.967,14478.064934
4981,2009,NE,COM,7.33,682.81082,9314.28801,14478.064934
4982,2009,NE,ALL,7.21,2050.22151,28452.194,14478.064934
4984,2009,SD,RES,8.49,382.81981,4511.30801,14478.064934
4985,2009,US,TRA,10.66,828.35095,7767.989,14478.064934
4986,2009,US,RES,11.51,157043.55947,1364758.15298,14478.064934
4988,2009,US,IND,6.83,62670.3505,917416.46799,14478.064934
4989,2009,US,COM,10.16,132747.00245,1306852.52392,14478.064934
4990,2009,US,ALL,9.82,353289.26337,3596795.13389,14478.064934
4992,2009,PACN,RES,21.31,1102.3622,5172.66599,14478.064934
4994,2009,PACN,IND,16.83,840.5522,4994.34099,14478.064934
4995,2009,PACN,COM,18.48,1151.46579,6229.349,14478.064934
4996,2009,PACN,ALL,18.87,3094.38019,16396.35598,14478.064934
4997,2009,PACC,TRA,8.3,72.26842,870.656,14478.064934
4998,2009,PACC,RES,12.15,17779.11164,146371.288,14478.064934
5000,2009,PACC,IND,8.01,6649.73039,82966.952,14478.064934
5001,2009,PACC,COM,11.59,19369.88371,167151.67899,14478.064934
5002,2009,PACC,ALL,11.04,43870.99416,397360.57499,14478.064934
5003,2009,MTN,TRA,8.38,7.0692,84.346,14478.064934
5004,2009,MTN,RES,10.18,9512.37813,93432.20401,14478.064934
5006,2009,MTN,IND,6.09,4610.68559,75741.095,14478.064934
5007,2009,MTN,COM,8.53,7877.53131,92398.17099,14478.064934
5008,2009,MTN,ALL,8.41,22007.66423,261655.816,14478.064934
5009,2009,WSC,TRA,9.87,7.9286,80.351,14478.064934
5010,2009,WSC,RES,11.04,21874.52118,198188.17897,14478.064934
5012,2009,WSC,IND,6.21,9412.89271,151487.83303,14478.064934
5013,2009,WSC,COM,8.94,15369.5235,171982.32296,14478.064934
5015,2009,MAT,COM,13.37,21541.14714,161135.319,14478.064934
5017,2009,NEW,IND,13.44,3697.24171,27508.165,14478.064934
5020,2009,WY,COM,7.28,312.231,4288.145,14478.064934
5022,2009,WI,IND,6.73,1507.86039,22389.548,14478.064934
5023,2009,WV,TRA,7.56,0.308,4.072,14478.064934
5025,2009,WV,COM,6.77,520.72601,7694.45,14478.064934
5027,2009,WA,IND,4.4,1028.69702,23370.51999,14478.064934
5028,2009,VA,TRA,8.42,16.2884,193.414,14478.064934
5030,2009,VA,IND,6.91,1152.6995,16677.928,14478.064934
5031,2009,VT,RES,14.9,316.0993,2121.828,14478.064934
5033,2009,UT,TRA,8.31,2.6863,32.342,14478.064934
5035,2009,UT,IND,4.81,413.62,8593.799,14478.064934
5036,2009,TX,TRA,9.83,6.9673,70.907,14478.064934
5038,2009,TX,COM,9.66,11447.72169,118534.73498,14478.064934
5039,2009,TN,TRA,10.69,0.194,1.814,14478.064934
5041,2009,CT,TRA,11.95,22.48853,188.177,14478.064934
5042,2009,CT,RES,20.33,2557.38396,12578.225,14478.064934
5044,2009,CT,IND,14.99,553.29344,3692.019,14478.064934
5045,2009,CT,COM,16.87,2236.47058,13257.343,14478.064934
5046,2009,CT,ALL,18.07,5369.63651,29715.764,14478.064934
5047,2009,CO,TRA,8.14,3.553,43.665,14478.064934
5048,2009,CO,RES,10.0,1740.49662,17412.63,14478.064934
5050,2009,CO,IND,6.39,867.02511,13571.148,14478.064934
5051,2009,CO,COM,8.15,1631.1151,20008.463,14478.064934
5052,2009,CO,ALL,8.31,4242.18983,51035.906,14478.064934
5053,2009,CA,TRA,8.35,70.49412,844.328,14478.064934
5054,2009,CA,RES,14.74,13238.60113,89798.789,14478.064934
5056,2009,CA,IND,10.42,4985.34739,47835.152,14478.064934
5057,2009,UT,COM,6.96,711.99799,10235.28499,14478.064934
5058,2009,CA,COM,13.27,16074.66354,121105.40698,14478.064934
5059,2009,CA,ALL,13.24,34369.10618,259583.67598,14478.064934
5060,2009,AR,TRA,12.32,0.0473,0.384,14478.064934
5061,2009,AR,RES,9.14,1552.43709,16985.526,14478.064934
5063,2009,AR,IND,5.76,847.4274,14710.294,14478.064934
5064,2009,AR,COM,7.56,867.4747,11476.89999,14478.064934
5065,2009,AR,ALL,7.57,3267.38649,43173.10399,14478.064934
5067,2009,AZ,RES,10.73,3524.0736,32846.843,14478.064934
5069,2009,AZ,IND,6.65,745.3768,11200.396,14478.064934
5070,2009,AZ,COM,9.35,2747.95389,29385.69001,14478.064934
5071,2009,AZ,ALL,9.56,7017.40428,73432.92901,14478.064934
5073,2009,AK,RES,17.14,362.9439,2117.39299,14478.064934
5075,2009,AK,IND,13.15,172.4149,1311.44099,14478.064934
5076,2009,FL,COM,10.77,9936.6485,92274.65501,14478.064934
5077,2009,FL,ALL,11.49,25824.77709,224750.322,14478.064934
5078,2009,DC,TRA,13.12,40.48902,308.541,14478.064934
5079,2009,DC,RES,13.73,260.7823,1899.655,14478.064934
5081,2009,DC,IND,8.38,19.60861,234.035,14478.064934
5082,2009,DC,COM,13.26,1192.36041,8992.144,14478.064934
5083,2009,DC,ALL,13.23,1513.24035,11434.375,14478.064934
5085,2009,DE,RES,14.07,610.00843,4334.912,14478.064934
5087,2009,DE,IND,9.51,260.28795,2737.932,14478.064934
5088,2009,DE,COM,12.03,503.52442,4184.934,14478.064934
5089,2009,DE,ALL,12.2,1373.8208,11257.778,14478.064934
5090,2009,AK,COM,14.46,410.85199,2841.33699,14478.064934
5091,2009,AK,ALL,15.09,946.21079,6270.17098,14478.064934
5093,2009,AL,RES,10.66,3356.04201,31489.411,14478.064934
5095,2009,AL,IND,5.96,1755.00321,29436.71299,14478.064934
5096,2009,AL,COM,10.05,2203.52331,21918.47799,14478.064934
5097,2009,AL,ALL,8.83,7314.56852,82844.60198,14478.064934
5098,2009,TX,IND,6.74,6533.7683,96930.87801,14478.064934
5099,2009,TX,ALL,9.86,34062.7618,345351.41997,14478.064934
5100,2009,TN,RES,9.32,3755.4426,40274.908,14478.064934
5101,2009,TN,IND,6.76,1798.3857,26584.32301,14478.064934
5102,2009,UT,ALL,6.77,1868.21309,27586.69999,14478.064934
5103,2009,TX,RES,12.38,16074.30451,129814.89998,14478.064934
